employee_id,year,seniority_level,salary_usd
633,2024,Senior,93493.65
633,2025,Senior,97415.13
634,2024,Director,118355.49
634,2025,VP,140972.23
635,2025,Director,224277.12
636,2015,Mid,56080.96
636,2016,Mid,58820.23
636,2017,Mid,61384.24
636,2018,Mid,63232.18
636,2019,Mid,64693.96
636,2020,Mid,66527.95
636,2021,Mid,68932.47
636,2022,Mid,70355.49
636,2023,Senior,71743.52
636,2024,Senior,74840.29
636,2025,Senior,76527.38
637,2021,Manager,141548.66
637,2022,Director,144166.38
637,2023,Director,148813.52
637,2024,Director,156153.37
637,2025,Director,162741.17
638,2024,Manager,101018.36
638,2025,Manager,105233.45
639,2020,Senior,70371.52
639,2021,Senior,71992.29
639,2022,Senior,73843.33
639,2023,Lead,80923.04
639,2024,Lead,83741.01
639,2025,Lead,87534.59
640,2015,Mid,62372.85
640,2016,Mid,64553.71
640,2017,Mid,66079.25
640,2018,Senior,68500.13
640,2019,Lead,73850.04
640,2020,Lead,76286.32
640,2021,Lead,78115.6
640,2022,Lead,80707.93
640,2023,Lead,83928.51
640,2024,Lead,87428.99
640,2025,Lead,89674.44
641,2019,Mid,71122.28
641,2020,Mid,72789.22
641,2021,Mid,75018.5
641,2022,Senior,82102.96
641,2023,Senior,86067.11
641,2024,Lead,93351.22
641,2025,Manager,107520.96
642,2025,Lead,346448.82
643,2016,Senior,219508.13
643,2017,Senior,228017.36
643,2018,Senior,239178.39
643,2019,Senior,249566.77
643,2020,Senior,261018.36
643,2021,Senior,272925.14
643,2022,Senior,283837.67
643,2023,Senior,292064.3
643,2024,Senior,300184.94
643,2025,Senior,308652.45
644,2025,Lead,153881.33
645,2024,Mid,107695.41
645,2025,Mid,111268.08
646,2019,Mid,107305.39
646,2020,Mid,111019.26
646,2021,Mid,115643.43
646,2022,Mid,121336.06
646,2023,Mid,125723.96
646,2024,Senior,125262.98
646,2025,Lead,134423.6
647,2014,Junior,41421.15
647,2015,Junior,43376.92
647,2016,Junior,44455.47
647,2017,Junior,46343.68
647,2018,Junior,47675.18
647,2019,Junior,49438.71
647,2020,Junior,51075.02
647,2021,Junior,53516.83
647,2022,Junior,55172.53
647,2023,Junior,57048.0
647,2024,Junior,58991.94
647,2025,Junior,60773.36
648,2017,Senior,184265.05
648,2018,Senior,196239.51
648,2019,Senior,202777.59
648,2020,Senior,209391.93
648,2021,Senior,216457.53
648,2022,Senior,221680.79
648,2023,Senior,232769.35
648,2024,Senior,241920.03
648,2025,Senior,255425.78
649,2021,Manager,86701.37
649,2022,Manager,90956.03
649,2023,Manager,93982.94
649,2024,Manager,98191.94
649,2025,Manager,100733.38
650,2023,Lead,74715.57
650,2024,Lead,78479.47
650,2025,Lead,80560.05
651,2016,Senior,67631.68
651,2017,Senior,70533.55
651,2018,Senior,73146.95
651,2019,Senior,75344.7
651,2020,Lead,75125.5
651,2021,Lead,78512.24
651,2022,Manager,81670.27
651,2023,Manager,85800.52
651,2024,Manager,87741.4
651,2025,Manager,91370.25
652,2019,Senior,103925.9
652,2020,Senior,106100.76
652,2021,Senior,109332.68
652,2022,Senior,112659.87
652,2023,Senior,115973.07
652,2024,Lead,117104.42
652,2025,Lead,120685.91
653,2024,Manager,347650.57
653,2025,Manager,364314.94
654,2019,Lead,115047.17
654,2020,Lead,119298.97
654,2021,Lead,124624.11
654,2022,Lead,130624.41
654,2023,Lead,136657.9
654,2024,Manager,132720.96
654,2025,Manager,136971.65
655,2018,Mid,73458.94
655,2019,Mid,76168.79
655,2020,Mid,80632.96
655,2021,Mid,84175.43
655,2022,Senior,89580.41
655,2023,Senior,93219.36
655,2024,Senior,97280.18
655,2025,Senior,102436.44
656,2022,Mid,85082.97
656,2023,Mid,89312.3
656,2024,Mid,92033.75
656,2025,Mid,96012.6
657,2023,Senior,90930.94
657,2024,Senior,93821.75
657,2025,Senior,98369.59
658,2014,Mid,129868.77
658,2015,Senior,147868.83
658,2016,Senior,154726.66
658,2017,Senior,162987.81
658,2018,Lead,182916.03
658,2019,Lead,190017.03
658,2020,Manager,213597.38
658,2021,Manager,219455.03
658,2022,Manager,227849.73
658,2023,Director,255556.65
658,2024,Director,270046.96
658,2025,Director,285901.39
659,2017,Junior,45336.54
659,2018,Junior,47229.66
659,2019,Junior,49160.59
659,2020,Junior,50430.11
659,2021,Mid,54230.25
659,2022,Mid,55744.89
659,2023,Senior,64368.14
659,2024,Senior,66777.4
659,2025,Senior,68286.57
660,2020,Manager,114829.07
660,2021,Manager,117831.46
660,2022,Manager,121036.19
660,2023,Manager,123589.32
660,2024,Manager,128935.37
660,2025,Director,149650.85
661,2024,Mid,77006.3
661,2025,Mid,79443.24
662,2021,Junior,52649.34
662,2022,Junior,54359.86
662,2023,Junior,56099.09
662,2024,Junior,57485.15
662,2025,Junior,58998.35
663,2017,Senior,98235.03
663,2018,Senior,102735.59
663,2019,Senior,107646.72
663,2020,Senior,111827.78
663,2021,Lead,121122.49
663,2022,Lead,126431.86
663,2023,Lead,133228.11
663,2024,Manager,140851.8
663,2025,Manager,145948.54
664,2015,Senior,118395.52
664,2016,Senior,121493.93
664,2017,Senior,125264.92
664,2018,Senior,129864.12
664,2019,Senior,135178.67
664,2020,Senior,140175.93
664,2021,Senior,144791.67
664,2022,Senior,153789.47
664,2023,Senior,162289.07
664,2024,Senior,171690.69
664,2025,Senior,183211.68
665,2019,Lead,190991.76
665,2020,Lead,198670.91
665,2021,Lead,210234.54
665,2022,Lead,220142.69
665,2023,Manager,224941.05
665,2024,Director,237939.98
665,2025,VP,274848.04
666,2023,Mid,57589.7
666,2024,Mid,60418.03
666,2025,Mid,63377.65
667,2023,Junior,69985.64
667,2024,Mid,79343.14
667,2025,Mid,82481.58
668,2019,Manager,244416.26
668,2020,Manager,250442.23
668,2021,Manager,263984.88
668,2022,Manager,278556.95
668,2023,Manager,287772.1
668,2024,Manager,300988.13
668,2025,Manager,311997.32
669,2024,Junior,84940.54
669,2025,Junior,86886.75
670,2016,Mid,102750.0
670,2017,Mid,106336.67
670,2018,Senior,106413.07
670,2019,Senior,110988.86
670,2020,Lead,114862.27
670,2021,Lead,119219.27
670,2022,Manager,127829.02
670,2023,Manager,131606.37
670,2024,Manager,136824.36
670,2025,Director,145776.71
671,2023,Senior,170792.55
671,2024,Senior,179257.2
671,2025,Senior,184695.16
672,2019,Mid,75868.68
672,2020,Senior,85730.17
672,2021,Senior,87736.12
672,2022,Lead,98536.1
672,2023,Lead,101045.68
672,2024,Manager,118544.69
672,2025,Manager,124284.15
673,2016,Junior,47099.55
673,2017,Junior,48937.93
673,2018,Junior,51380.36
673,2019,Junior,52613.95
673,2020,Junior,54351.27
673,2021,Junior,56672.74
673,2022,Junior,59188.41
673,2023,Mid,59790.39
673,2024,Senior,66041.65
673,2025,Senior,69520.97
674,2021,Manager,83237.67
674,2022,Manager,86303.69
674,2023,Manager,90298.75
674,2024,Manager,93638.96
674,2025,Director,99837.09
675,2016,Intern,26429.6
675,2017,Intern,27348.45
675,2018,Intern,28048.07
675,2019,Intern,28686.76
675,2020,Intern,29405.53
675,2021,Intern,30181.42
675,2022,Intern,31449.07
675,2023,Intern,32593.47
675,2024,Intern,33758.74
675,2025,Intern,34696.58
676,2015,Senior,59202.25
676,2016,Senior,61985.64
676,2017,Senior,63773.05
676,2018,Senior,66354.36
676,2019,Senior,68338.32
676,2020,Senior,70418.46
676,2021,Senior,72737.49
676,2022,Senior,75675.32
676,2023,Senior,78849.69
676,2024,Senior,82152.18
676,2025,Senior,85630.5
677,2014,Mid,64104.19
677,2015,Mid,66165.77
677,2016,Senior,66548.32
677,2017,Senior,68367.51
677,2018,Senior,70686.65
677,2019,Senior,73817.36
677,2020,Senior,76094.11
677,2021,Senior,78267.65
677,2022,Senior,79847.21
677,2023,Senior,82508.65
677,2024,Senior,86123.94
677,2025,Senior,89190.72
678,2020,Junior,94917.56
678,2021,Junior,99130.48
678,2022,Junior,102286.15
678,2023,Junior,105073.1
678,2024,Junior,110246.59
678,2025,Junior,115144.08
679,2022,Junior,73469.02
679,2023,Junior,76230.15
679,2024,Mid,78445.9
679,2025,Mid,80748.37
680,2016,Junior,64879.37
680,2017,Junior,67864.39
680,2018,Junior,70972.25
680,2019,Junior,73908.32
680,2020,Junior,76265.58
680,2021,Junior,79270.97
680,2022,Junior,81263.83
680,2023,Junior,83349.9
680,2024,Junior,86116.52
680,2025,Junior,91623.66
681,2019,VP,366399.04
681,2020,VP,377539.54
681,2021,VP,394627.84
681,2022,VP,411579.29
681,2023,VP,428946.68
681,2024,VP,444993.53
681,2025,VP,464023.42
682,2023,Lead,174245.54
682,2024,Lead,179194.11
682,2025,Manager,177869.16
683,2021,Senior,230695.67
683,2022,Senior,243655.75
683,2023,Senior,252913.17
683,2024,Senior,264392.5
683,2025,Senior,277845.31
684,2018,Manager,192179.37
684,2019,Manager,196823.43
684,2020,Manager,204661.25
684,2021,Manager,211204.3
684,2022,Manager,215617.11
684,2023,Manager,220462.59
684,2024,Manager,227944.06
684,2025,Manager,233364.73
685,2019,Lead,151790.38
685,2020,Lead,155940.96
685,2021,Lead,162029.18
685,2022,Lead,170005.66
685,2023,Lead,175100.24
685,2024,Lead,180638.79
685,2025,Lead,186120.14
686,2016,Senior,135508.48
686,2017,Senior,142004.0
686,2018,Senior,146563.8
686,2019,Senior,152824.15
686,2020,Senior,155920.74
686,2021,Lead,158447.38
686,2022,Lead,163825.26
686,2023,Lead,170599.41
686,2024,Lead,178014.06
686,2025,Lead,186550.14
687,2023,Junior,94746.85
687,2024,Mid,102231.68
687,2025,Mid,104870.06
688,2023,Senior,98903.04
688,2024,Senior,103480.31
688,2025,Senior,106720.13
689,2014,Senior,105509.36
689,2015,Senior,107765.28
689,2016,Lead,115387.4
689,2017,Lead,121083.53
689,2018,Lead,124308.86
689,2019,Lead,129740.34
689,2020,Lead,134455.61
689,2021,Lead,140983.07
689,2022,Manager,144689.17
689,2023,Manager,150779.9
689,2024,Manager,154086.48
689,2025,Manager,159740.3
690,2025,Junior,57028.56
691,2022,Mid,93402.04
691,2023,Mid,95786.33
691,2024,Mid,98723.84
691,2025,Mid,101565.89
692,2017,Senior,90549.39
692,2018,Senior,96196.54
692,2019,Senior,99785.78
692,2020,Senior,104619.62
692,2021,Senior,109877.29
692,2022,Senior,114476.23
692,2023,Senior,120909.9
692,2024,Senior,127224.66
692,2025,Senior,132619.81
693,2024,Mid,91771.56
693,2025,Senior,92371.07
694,2024,Junior,40528.84
694,2025,Junior,41875.86
695,2022,Lead,35082.62
695,2023,Lead,36216.25
695,2024,Lead,37870.38
695,2025,Lead,39260.56
696,2022,Junior,44079.79
696,2023,Junior,46042.97
696,2024,Mid,50185.59
696,2025,Mid,51795.39
697,2017,Junior,58128.86
697,2018,Junior,60365.9
697,2019,Junior,63205.5
697,2020,Junior,66023.4
697,2021,Junior,68649.37
697,2022,Mid,70291.61
697,2023,Mid,72698.4
697,2024,Mid,76312.22
697,2025,Senior,81920.41
698,2022,Mid,62988.71
698,2023,Mid,66405.92
698,2024,Mid,69843.94
698,2025,Mid,71766.15
699,2018,Lead,352123.17
699,2019,Lead,361848.8
699,2020,Lead,378505.01
699,2021,Manager,365909.9
699,2022,Manager,382465.09
699,2023,Manager,399984.51
699,2024,Manager,412237.09
699,2025,Manager,428488.38
700,2020,Lead,151768.35
700,2021,Lead,159269.71
700,2022,Lead,165685.9
700,2023,Lead,171197.03
700,2024,Lead,179177.78
700,2025,Lead,187466.39
701,2024,Senior,104069.76
701,2025,Senior,109409.08
702,2022,Mid,110626.37
702,2023,Mid,116116.26
702,2024,Mid,121858.73
702,2025,Mid,125963.06
703,2018,Junior,111855.82
703,2019,Junior,118176.49
703,2020,Mid,121314.07
703,2021,Mid,127632.94
703,2022,Mid,136662.24
703,2023,Mid,142806.28
703,2024,Mid,147571.11
703,2025,Mid,153410.41
704,2015,Junior,36114.09
704,2016,Junior,37488.82
704,2017,Junior,38273.44
704,2018,Mid,41493.55
704,2019,Mid,42652.81
704,2020,Senior,49194.94
704,2021,Lead,55332.84
704,2022,Lead,57794.64
704,2023,Lead,59210.38
704,2024,Manager,65296.55
704,2025,Manager,68422.0
705,2025,Mid,63807.28
706,2015,Senior,46960.06
706,2016,Senior,49074.05
706,2017,Senior,51194.83
706,2018,Senior,52677.04
706,2019,Senior,54753.57
706,2020,Senior,57420.85
706,2021,Senior,59289.93
706,2022,Senior,60586.38
706,2023,Senior,61812.36
706,2024,Senior,63938.8
706,2025,Senior,65294.55
707,2017,Junior,86378.46
707,2018,Junior,90752.32
707,2019,Junior,93248.15
707,2020,Mid,94697.44
707,2021,Mid,96815.25
707,2022,Mid,101265.29
707,2023,Mid,103724.49
707,2024,Mid,106697.65
707,2025,Mid,109392.11
708,2014,Lead,114267.63
708,2015,Lead,118887.12
708,2016,Lead,121807.03
708,2017,Lead,126597.96
708,2018,Lead,131745.25
708,2019,Lead,135734.89
708,2020,Lead,139715.46
708,2021,Lead,144285.7
708,2022,Lead,150316.97
708,2023,Lead,155655.58
708,2024,Lead,160025.8
708,2025,Lead,166841.89
709,2024,Senior,113336.29
709,2025,Senior,117603.39
710,2014,Lead,130384.27
710,2015,Lead,137699.16
710,2016,Manager,136054.47
710,2017,Manager,140500.84
710,2018,Manager,149415.57
710,2019,Manager,154489.58
710,2020,Manager,163444.53
710,2021,Director,156406.23
710,2022,Director,160686.16
710,2023,Director,168191.99
710,2024,Director,175073.22
710,2025,Director,181321.24
711,2023,Mid,85465.33
711,2024,Senior,93448.92
711,2025,Lead,106026.61
712,2022,Senior,153029.58
712,2023,Senior,157909.31
712,2024,Senior,162202.92
712,2025,Senior,166258.85
713,2016,Junior,60516.54
713,2017,Mid,66818.79
713,2018,Mid,70081.95
713,2019,Mid,73565.1
713,2020,Mid,76031.12
713,2021,Mid,78153.75
713,2022,Mid,82423.84
713,2023,Mid,86074.04
713,2024,Mid,89203.65
713,2025,Mid,93049.86
714,2020,Junior,59972.37
714,2021,Junior,62952.61
714,2022,Junior,65624.19
714,2023,Junior,68144.55
714,2024,Junior,71304.32
714,2025,Mid,70432.85
715,2023,Junior,105294.89
715,2024,Junior,109356.3
715,2025,Junior,114375.76
716,2020,Junior,27948.37
716,2021,Junior,28663.28
716,2022,Junior,29269.25
716,2023,Junior,30335.37
716,2024,Junior,31831.12
716,2025,Junior,32703.38
717,2025,Lead,129525.06
718,2020,Senior,79460.34
718,2021,Senior,82411.79
718,2022,Senior,85470.11
718,2023,Senior,89094.22
718,2024,Lead,88274.59
718,2025,Lead,91681.64
719,2016,Senior,101483.68
719,2017,Senior,105564.04
719,2018,Senior,110439.36
719,2019,Senior,114166.37
719,2020,Senior,119083.24
719,2021,Senior,125656.01
719,2022,Senior,130521.99
719,2023,Senior,137864.77
719,2024,Senior,145298.14
719,2025,Senior,154016.78
720,2023,Manager,230753.73
720,2024,Manager,237456.32
720,2025,Director,249049.39
721,2024,Mid,116992.99
721,2025,Mid,122752.89
722,2017,Mid,170389.22
722,2018,Mid,177675.19
722,2019,Mid,183046.05
722,2020,Senior,192058.07
722,2021,Senior,198952.58
722,2022,Senior,204757.26
722,2023,Lead,219540.93
722,2024,Lead,225508.78
722,2025,Lead,234874.12
723,2017,Lead,143576.74
723,2018,Lead,149549.03
723,2019,Lead,155828.39
723,2020,Lead,160327.32
723,2021,Lead,167737.47
723,2022,Lead,173455.25
723,2023,Lead,178015.23
723,2024,Lead,182243.97
723,2025,Lead,188848.43
724,2022,Junior,80086.9
724,2023,Junior,84580.65
724,2024,Junior,87195.29
724,2025,Junior,89920.27
725,2016,Senior,153725.03
725,2017,Senior,157416.77
725,2018,Senior,161881.49
725,2019,Senior,169867.62
725,2020,Senior,174976.6
725,2021,Senior,181471.78
725,2022,Senior,187837.9
725,2023,Senior,193091.36
725,2024,Senior,201390.26
725,2025,Senior,211250.5
726,2014,Junior,75569.89
726,2015,Junior,78403.85
726,2016,Junior,81455.25
726,2017,Junior,83781.15
726,2018,Junior,86592.38
726,2019,Junior,88790.93
726,2020,Junior,92639.92
726,2021,Junior,96402.48
726,2022,Junior,98526.97
726,2023,Junior,101252.58
726,2024,Junior,103690.57
726,2025,Junior,107342.35
727,2014,Senior,100236.08
727,2015,Senior,104305.22
727,2016,Lead,111747.32
727,2017,Lead,117880.76
727,2018,Lead,122809.58
727,2019,Lead,128183.79
727,2020,Lead,134295.16
727,2021,Lead,140653.65
727,2022,Lead,148356.66
727,2023,Lead,152143.03
727,2024,Lead,157681.79
727,2025,Lead,161699.98
728,2016,Mid,70850.04
728,2017,Mid,74351.92
728,2018,Mid,76247.07
728,2019,Mid,78335.39
728,2020,Mid,80314.18
728,2021,Mid,83794.82
728,2022,Mid,86079.14
728,2023,Mid,89603.64
728,2024,Mid,93570.81
728,2025,Mid,97408.08
729,2022,Senior,134116.71
729,2023,Senior,139857.26
729,2024,Lead,135124.02
729,2025,Lead,139563.01
730,2016,Junior,78206.75
730,2017,Junior,82085.44
730,2018,Junior,85604.63
730,2019,Junior,89322.12
730,2020,Junior,93494.3
730,2021,Mid,94718.69
730,2022,Mid,100508.87
730,2023,Mid,105607.05
730,2024,Mid,112109.62
730,2025,Mid,117810.47
731,2024,Director,170676.37
731,2025,Director,177551.95
732,2016,Mid,157296.6
732,2017,Mid,164152.14
732,2018,Senior,179545.86
732,2019,Senior,187800.18
732,2020,Senior,193625.74
732,2021,Senior,202152.16
732,2022,Senior,206886.37
732,2023,Senior,215046.71
732,2024,Senior,222067.57
732,2025,Senior,232023.8
733,2014,Junior,51607.93
733,2015,Junior,54483.89
733,2016,Junior,57412.8
733,2017,Mid,61045.93
733,2018,Mid,64464.66
733,2019,Mid,67258.71
733,2020,Mid,70233.17
733,2021,Mid,74077.2
733,2022,Mid,77218.33
733,2023,Mid,81225.82
733,2024,Mid,84318.27
733,2025,Mid,87385.3
734,2023,Lead,110404.09
734,2024,Lead,114356.89
734,2025,Lead,118090.01
735,2018,Lead,147629.49
735,2019,Lead,151193.21
735,2020,Lead,160215.6
735,2021,Lead,168680.61
735,2022,Lead,174367.18
735,2023,Lead,181551.01
735,2024,Lead,189202.36
735,2025,Lead,199811.8
736,2018,VP,420266.5
736,2019,VP,441873.6
736,2020,VP,458081.07
736,2021,VP,477725.71
736,2022,VP,505012.32
736,2023,VP,521348.86
736,2024,VP,546997.18
736,2025,VP,561353.66
737,2018,Junior,58246.17
737,2019,Junior,61157.74
737,2020,Junior,64078.85
737,2021,Junior,66455.98
737,2022,Junior,68744.84
737,2023,Mid,69375.73
737,2024,Mid,72765.16
737,2025,Mid,75341.89
738,2022,Junior,65517.11
738,2023,Junior,68786.83
738,2024,Junior,72490.27
738,2025,Junior,75372.5
739,2022,Intern,30868.59
739,2023,Intern,32237.82
739,2024,Intern,33747.56
739,2025,Intern,35585.22
740,2022,Mid,80261.73
740,2023,Mid,83978.65
740,2024,Mid,88353.71
740,2025,Senior,90717.49
741,2023,Mid,73113.27
741,2024,Mid,76157.08
741,2025,Mid,78122.3
742,2017,Manager,158918.65
742,2018,Manager,164604.9
742,2019,Manager,170454.16
742,2020,Manager,177157.42
742,2021,Manager,183853.61
742,2022,Manager,192534.21
742,2023,Manager,199864.5
742,2024,Manager,205374.6
742,2025,Manager,215386.73
743,2023,Senior,209407.53
743,2024,Lead,213158.98
743,2025,Manager,222427.43
744,2024,Mid,84240.23
744,2025,Mid,89552.69
745,2015,Mid,51574.08
745,2016,Mid,53343.86
745,2017,Mid,54963.58
745,2018,Mid,57431.64
745,2019,Mid,59099.53
745,2020,Mid,62100.8
745,2021,Mid,63889.7
745,2022,Mid,67043.74
745,2023,Mid,69398.76
745,2024,Mid,71814.75
745,2025,Mid,74402.5
746,2023,Mid,58115.3
746,2024,Mid,60065.56
746,2025,Mid,62684.36
747,2014,Senior,44348.49
747,2015,Senior,45674.67
747,2016,Senior,47784.05
747,2017,Senior,50120.58
747,2018,Senior,53417.18
747,2019,Senior,55412.42
747,2020,Senior,58475.96
747,2021,Senior,61003.72
747,2022,Senior,63330.59
747,2023,Senior,67077.85
747,2024,Senior,70870.75
747,2025,Senior,73421.49
748,2017,Mid,94149.13
748,2018,Mid,99021.27
748,2019,Mid,101790.07
748,2020,Mid,104895.5
748,2021,Mid,109014.67
748,2022,Mid,112019.28
748,2023,Mid,117415.48
748,2024,Senior,132161.29
748,2025,Senior,138437.78
749,2023,Mid,96702.82
749,2024,Mid,99761.85
749,2025,Senior,119632.49
750,2019,Intern,27822.59
750,2020,Intern,28686.25
750,2021,Intern,29736.09
750,2022,Intern,30943.3
750,2023,Intern,32171.67
750,2024,Intern,33436.58
750,2025,Intern,34790.7
751,2014,Mid,163848.51
751,2015,Mid,171271.77
751,2016,Senior,176184.36
751,2017,Senior,181577.55
751,2018,Senior,190526.46
751,2019,Lead,195353.85
751,2020,Lead,204390.21
751,2021,Manager,210798.93
751,2022,Manager,221532.75
751,2023,Manager,230208.8
751,2024,Director,238548.66
751,2025,Director,243872.89
752,2021,Senior,69618.79
752,2022,Senior,72729.52
752,2023,Senior,75924.71
752,2024,Senior,79404.33
752,2025,Senior,82368.66
753,2023,Mid,183780.42
753,2024,Senior,197788.57
753,2025,Senior,206592.52
754,2024,Senior,126179.0
754,2025,Senior,129252.86
755,2019,Senior,171944.01
755,2020,Lead,168658.16
755,2021,Lead,176720.61
755,2022,Lead,181198.21
755,2023,Lead,187304.0
755,2024,Lead,194113.24
755,2025,Manager,190447.26
756,2020,Senior,99263.93
756,2021,Senior,104396.71
756,2022,Senior,109040.0
756,2023,Senior,113032.38
756,2024,Senior,119579.43
756,2025,Senior,124815.37
757,2024,Mid,64075.65
757,2025,Senior,70324.82
758,2014,Junior,123659.95
758,2015,Junior,129373.81
758,2016,Mid,132219.53
758,2017,Senior,140741.15
758,2018,Senior,146281.15
758,2019,Senior,151345.87
758,2020,Lead,167794.19
758,2021,Lead,171414.45
758,2022,Manager,187940.59
758,2023,Manager,193759.07
758,2024,Manager,199297.63
758,2025,Manager,206304.67
759,2025,Manager,216423.32
760,2023,Senior,94451.99
760,2024,Senior,97702.85
760,2025,Senior,101494.15
761,2021,Mid,144387.57
761,2022,Mid,149449.54
761,2023,Mid,154502.75
761,2024,Mid,163612.88
761,2025,Mid,169183.74
762,2016,Lead,77324.01
762,2017,Lead,81100.53
762,2018,Manager,85431.98
762,2019,Manager,87901.74
762,2020,Manager,91676.38
762,2021,Manager,95011.51
762,2022,Manager,97993.37
762,2023,Manager,102001.13
762,2024,Manager,105172.9
762,2025,Manager,110034.63
763,2024,Mid,65013.14
763,2025,Mid,68438.54
764,2024,Mid,80866.93
764,2025,Mid,82582.33
765,2015,Senior,58879.12
765,2016,Senior,61698.07
765,2017,Senior,64636.67
765,2018,Senior,68131.18
765,2019,Senior,71492.28
765,2020,Senior,75598.32
765,2021,Senior,80336.68
765,2022,Senior,84502.83
765,2023,Lead,91434.45
765,2024,Manager,98392.05
765,2025,Manager,104176.47
766,2024,Mid,40571.4
766,2025,Mid,42001.39
767,2015,Junior,39643.04
767,2016,Junior,40509.25
767,2017,Junior,41898.15
767,2018,Junior,43949.59
767,2019,Mid,49297.93
767,2020,Mid,51149.72
767,2021,Senior,58692.1
767,2022,Lead,71183.35
767,2023,Lead,73170.7
767,2024,Manager,85293.51
767,2025,Manager,89245.49
768,2014,Senior,143942.67
768,2015,Senior,149933.9
768,2016,Lead,147139.26
768,2017,Lead,155266.77
768,2018,Lead,165725.76
768,2019,Lead,172622.85
768,2020,Lead,183089.11
768,2021,Lead,192775.59
768,2022,Lead,205966.56
768,2023,Lead,217678.6
768,2024,Lead,228631.41
768,2025,Lead,236604.25
769,2024,Junior,107392.7
769,2025,Junior,112507.38
770,2022,Junior,93897.77
770,2023,Junior,96848.69
770,2024,Mid,97869.57
770,2025,Mid,100380.1
771,2022,Lead,133189.48
771,2023,Lead,137496.41
771,2024,Lead,140822.27
771,2025,Lead,146222.05
772,2024,Intern,36340.08
772,2025,Junior,41206.0
773,2015,Junior,81013.23
773,2016,Mid,84458.77
773,2017,Senior,91422.76
773,2018,Senior,95557.18
773,2019,Senior,99024.39
773,2020,Senior,101799.95
773,2021,Lead,112332.86
773,2022,Lead,117081.32
773,2023,Lead,120367.27
773,2024,Lead,124593.6
773,2025,Lead,128708.93
774,2016,Senior,106688.59
774,2017,Lead,106129.99
774,2018,Manager,110624.24
774,2019,Manager,115847.79
774,2020,Manager,121354.96
774,2021,Director,125007.84
774,2022,Director,130570.5
774,2023,Director,135257.38
774,2024,Director,141499.84
774,2025,Director,146219.8
775,2018,Junior,93547.47
775,2019,Junior,97072.2
775,2020,Mid,108632.56
775,2021,Mid,114634.89
775,2022,Mid,119652.72
775,2023,Mid,125280.8
775,2024,Senior,151508.1
775,2025,Lead,171440.06
776,2014,Mid,50554.45
776,2015,Senior,56874.52
776,2016,Senior,58946.2
776,2017,Senior,62571.09
776,2018,Senior,65264.75
776,2019,Senior,67439.57
776,2020,Senior,69869.63
776,2021,Senior,73524.89
776,2022,Senior,76218.69
776,2023,Senior,80084.4
776,2024,Senior,83697.05
776,2025,Lead,86630.65
777,2021,Senior,37619.28
777,2022,Senior,38858.09
777,2023,Senior,41001.98
777,2024,Senior,42752.1
777,2025,Lead,49408.62
778,2018,Director,141904.27
778,2019,VP,152238.45
778,2020,VP,159554.03
778,2021,VP,167446.45
778,2022,VP,174428.14
778,2023,VP,178981.65
778,2024,VP,188371.56
778,2025,VP,196038.02
779,2019,Mid,63840.24
779,2020,Mid,65418.01
779,2021,Mid,68382.79
779,2022,Mid,70741.16
779,2023,Mid,74255.89
779,2024,Mid,77760.91
779,2025,Mid,79824.45
780,2025,Senior,102335.13
781,2016,Junior,103271.54
781,2017,Junior,107094.72
781,2018,Junior,109777.3
781,2019,Junior,112622.62
781,2020,Mid,119288.69
781,2021,Mid,124862.08
781,2022,Mid,130515.66
781,2023,Senior,137677.58
781,2024,Senior,142058.26
781,2025,Lead,160967.34
782,2016,Mid,92087.52
782,2017,Mid,95628.73
782,2018,Senior,101049.74
782,2019,Senior,105886.22
782,2020,Senior,110501.19
782,2021,Senior,113745.3
782,2022,Lead,120629.12
782,2023,Lead,127324.69
782,2024,Lead,132868.9
782,2025,Lead,137072.57
783,2021,Junior,33116.35
783,2022,Junior,34169.8
783,2023,Junior,35211.57
783,2024,Junior,36572.31
783,2025,Mid,39237.11
784,2023,Mid,49141.54
784,2024,Mid,50794.4
784,2025,Mid,52072.89
785,2022,Junior,38854.12
785,2023,Junior,39967.4
785,2024,Junior,42219.96
785,2025,Junior,43680.97
786,2025,Director,174441.33
787,2016,Senior,245557.87
787,2017,Senior,254174.81
787,2018,Senior,260183.81
787,2019,Lead,256237.42
787,2020,Lead,269308.17
787,2021,Lead,280674.03
787,2022,Lead,293260.59
787,2023,Lead,307089.81
787,2024,Lead,317349.12
787,2025,Lead,331832.94
788,2017,Manager,113672.17
788,2018,Manager,118385.79
788,2019,Manager,123973.29
788,2020,Manager,128989.78
788,2021,Manager,134929.15
788,2022,Manager,143145.32
788,2023,Manager,147978.29
788,2024,Manager,154730.29
788,2025,Director,154597.44
789,2021,Senior,122348.62
789,2022,Senior,129418.05
789,2023,Lead,130589.21
789,2024,Lead,136132.41
789,2025,Lead,141146.19
790,2017,Manager,162235.33
790,2018,Manager,172283.02
790,2019,Manager,184022.06
790,2020,Manager,193983.35
790,2021,Manager,202678.46
790,2022,Manager,210963.53
790,2023,Manager,224414.63
790,2024,Manager,240066.75
790,2025,Manager,250753.57
791,2019,Manager,176484.6
791,2020,Manager,181227.28
791,2021,Manager,188511.23
791,2022,Manager,197980.76
791,2023,Manager,206640.59
791,2024,Manager,214050.59
791,2025,Manager,222897.63
792,2014,Senior,104576.0
792,2015,Senior,109433.46
792,2016,Senior,111993.27
